Ball name,14 x 14 ball,Power group,Ball Types,Default setting,Default setting,Default setting,Status while reset is asserted
SD3_DATA1,V14,NVCC_WAKEUP,GPIO,Alt5,GPIO3.IO[23],Input with PD
SD3_DATA2,U14,NVCC_WAKEUP,GPIO,Alt5,GPIO3.IO[24],Input with PD
SD3_DATA2,T14,NVCC_WAKEUP,GPIO,Alt5,GPIO3.IO[25],Input with PD
SD3_DATA3,T14,NVCC_BBSM_1P8,GPIO,Alt5,GPIO3.IO[25],Input with PD
TAMPER0,B16,NVCC_BBSM_1P8,GPIO,Alt0,BBSMMIX.TAMPER0,Input with PD
TAMPER1,F14,NVCC_BBSM_1P8,GPIO,Alt0,BBSMMIX.TAMPER1,Input with PD
UART1_RXD,E20,NVCC_AON,GPIO,Alt5,GPIO1.IO[4],Input with PD
UART1_TXD,E21,NVCC_AON,GPIO,Alt5,GPIO1.IO[5],Input with PD
UART2_RXD,F20,NVCC_AON,GPIO,Alt5,GPIO1.IO[6],Input with PD
UART2_TXD,F21,NVCC_AON,GPIO,Alt5,GPIO1.IO[7],Input with PD
USB_D_N,A14,VDD_USB_3P3,PHY,-,-,-
USB1_D_N,A14,VDD_USB_3P3,PHY,-,-,-
USB1_D_P,B14,VDD_USB_3P3,PHY,-,-,-
USB1_ID,C11,VDD_USB_1P8,PHY,-,-,-
USB1_TXRTUNE,D12,VDD_USB_1P8,PHY,-,-,-
USB1_VBUS,F12,VDD_USB_3P3,PHY,-,-,-
USB1_VBUS,F12,VDD_USB_3P3,PHY,-,-,-
USB2_D_N,A15,VDD_USB_3P3,PHY,-,-,-
USB2_D_P,B15,VDD_USB_3P3,PHY,-,-,-
USB2_ID,E12,VDD_USB_1P8,PHY,-,-,-
USB2_TXRTUNE,D14,VDD_USB_1P8,PHY,-,-,-
USB2_VBUS,E14,VDD_USB_3P3,PHY,-,-,-
WDOG_ANY,J18,NVCC_AON,GPIO,Alt0,WDOG1.WDOG_ANY,Input with PU
WDOG_ANY,J18,NVCC_AON_1P8,GPIO,Alt0,WDOG1.WDOG_ANY,Input with PU
XTALI_24M,D18,VDD_ANA_ANA_1P8,ANALOG,-,-,-
